,content,label
5594,levi factory implicated in cruel treatment of denim cows,1
5595,climate change threatens the newest prescription for children time outdoors,0
5596,guitar music fad runs course,1
5597,nancy pelosi to critics bring it on,0
5598,americans need to know trump endgame for syria duckworth tells constituents,0
5599,british american tobacco offers to buy reynolds american for 47 billion,0
5600,cnn anchor interviews al jazeera anchor who interviewed libyan rebels,1
5601,this mom is fighting to criminalize drowsy driving in her state,0
5602,michelle obama powers through another day of doing half assed jumping jacks in middle school gym,1
5603,in european elections populism is against people interests,0
5604,dui crash suspect arrest my dog not me,0
5605,shape magazine declares july let yourself go month,1
5606,darrell issa retiring from congress,0
5607,brita unveils new in throat water filters,1
5608,military institutes new don tell let me guess policy,1
5609,biden loses control of butterfly knife during commencement speech,1
5610,horse race announcer clearly had money on little dancer ,1
5611,hillary clinton really wants you to think she tough on wall street,0
5612,i love my boyfriend but hate our relationship on non monogamy,0
5613,man in elevator in on conversation now,1
5614,iraq pm yemen conflict could engulf entire region in war,0
5615,romney rolls sleeves all the way up over his head,1
5616,rick steves cleaned out by gypsies,1
5617,meet the 28 year old who helped pave the way for marriage equality in germany,0
5618,christopher plummer probably nailing it in king lear somewhere,1
5619,hillary clinton says she not ready to take position on marijuana legalization yet,0
5620,korean fifty shades parody has crazy twist you won see coming,0
5621,bask in the glow of adele telling critics to suck my dick mid concert,0
5622,putting it together in 2015,0
5623,7 phrases you should never say during an argument,0
5624,kinky girlfriend wants to try sexual pleasure tonight,1
5625,bill melinda gates shocked to learn ghanaian school never intended to pay back money lent to them,1
5626,delta airlines counter agent assures man he will never see his family again,1
5627,watch live reproductive rights at forefront on wisconsin primary day,0
5628,new epa study finds 98 of s mop water fucking nasty as hell,1
5629,kylie jenner and tyga bring their romance to new york fashion week,0
5630,schwarzenegger elected first horseman of the apocalypse,1
5631,college graduate to never read book again,1
5632,car ride devoted to explaining what things will be different about grandma this visit,1
5633,fox news problem solvers in way over their heads,1
5634,santa fe resident pretty kokopellied out,1
5635,hostage with family really lording it over everyone else,1
5636,amazing couple adopts 7 siblings to keep them together,0
5637,u upset after aliens land in italy,1
5638,some of justice scalia biggest fans declare donald trump uniquely unsuited to be president,0
5639,myanmar is picking up the pieces after earthquake damaged ancient pagodas,0
5640,cate blanchett brings her own unique glamour to the golden globes,0
5641,channing tatum and jenna dewan tatum slay on the golden globes red carpet,0
5642,pope breaks ice at clergy abuse summit by having everyone go around and say how many kids they molested,1
5643,facebook built censorship tool to appease china expansion,0
5644,kylie jenner spends sunday in bikini,0
5645,changing prison from the inside out,0
5646,god demands cuter precious moments figurines,1
5647,black women bishops are making history in this predominantly white church,0
5648,child entertained for 5 minutes by plastic toy that will take 1 000 years to biodegrade,1
5649,a labor day documentary brothers on the line tells the story of the reuther brothers founding fathers of the american middle class,0
5650,larry wilmore takes down bill cosby on the nightly show ,0
5651,mike pence may have won the debate but lost points with donald trump,0
5652,sweat stain dating technology unlocks age of assistant managers,1
5653,thing that was popular before brought back in hopes of it still being popular,1
5654,jailed al jazeera journalist released,0
5655,china on track to develop indian railways as xi heads to south asia,0
5656, rising tide lifts all boats but the boatless are left to suffer,0
5657,housefly tracks dog shit all over cucumber slice,1
5658,pete buttigieg releases comprehensive list of fun personality quirks to include in articles about him,1
5659,area man visits haiti to check up on 10 donation,1
5660,biden arrives early to set up state of the union fog machine,1
5661,eric trump my dad isn racist because he only sees 1 color green ,0
5662,poll millennials more open to idea of slavery reparations,0
5663,jared kushner received his security clearance reports,0
5664,new indie film sweeps cannes sundance,1
5665,idina menzel kicks off the super bowl with amazing national anthem,0
5666,real life pepe le pew rapes cat,1
5667,the roseanne revival catches up to our thorny political mood for better and worse,0
5668,guidebook writer stumbles upon new england town too quaint for human eyes,1
5669,vin diesel reveals groot will dance again in guardians of the galaxy sequel,0
5670,mitsubishi from the fast and the furious lands first directorial role,1
5671,documentary about plymouth rock throws in some world war ii to keep people interested,1
5672, fantastic news dumbledore is officially coming to fantastic beasts ,0
5673,white house says mueller report must be kept private because it so exonerating it would drive public mad,1
5674,student killed herself after university mishandled her rape report suit,0
5675,republicans urge obama administration to crack down on sanctuary cities,0
5676,enchanted by own innocence michael jackson molests self,1
5677,trying to explain heroin to the concerned father of an addict,0
5678,u obesity rates are rising again especially among minority women,0
5679,dan quayle on standby to take over as bush family patriarch after george w admitted to icu,1
5680,israeli strike kills prominent hezbollah members in syria,0
5681,winning lottery numbers so obvious in hindsight,1
5682,why it time to stop casually calling people schizophrenic and bipolar ,0
5683,new endangered species deficit hawk,0
5684,the mayor in this city goes door to door to increase student success,0
5685,housekeeper too busy to be sassy,1
5686,the clinton campaign is in the barrel they have plan to get out ,0
5687,report s still leads world with highest density of kevins,1
5688,overtired 398 month old throws tantrum,1
5689,johns hopkins doctors perform first successful surgery on broken thumb,1
5690,the breaking cartgate scandal in honduras,0
5691,103 uber drivers accused of sexually assaulting or abusing customers cnn,0
5692,defiant sarah huckabee sanders claims she doesn know where voice comes from when she opens mouth,1
5693,conservatives lash out at republican welfare as opposition to ryancare grows,0
